id,language,title,cardTitle,writtenTitle,slug,summary,writtenSummary,fullText,newsType,link,videoID,source,trending,editorPick,sendNotification,keywords,imagePath,nitlType,addedBy,addedOn,publisherID,publishedOn,updatedBy,updatedOn,approved,approvedOn,approvedBy,active,isDraft,draftAddedDate,draftAssignedBy,feedback,rating,aiSummaryRating,expiryDate,contentStyleID,contentID,isPremium
27584,2,Deep-Dive:  Rishi Sunak’s budget is gambling with the climate crisis,,,deep-dive-Rishi-Sunaks-budget-is-gambling-with-the-climate-crisis,,,,,https://nitl.app/know?id=458,,,0,0,0,Rishi Sunak s budget is gambling with the climate crisis,66e94920-3fc3-11ec-b461-61f6e13a9ebb,3,124,2021-11-07 12:08:16,,,,,0,,,0,0,,,,,,,8,458,0
27585,2,Deep-Dive: What’s wrong with the UK’s net zero plans?,,,deep-dive-Whats-wrong-with-the-UKs-net-zero-plans,,,,,https://nitl.app/know?id=459,,,0,0,0,What s wrong with the UK net zero plans,f165e6a0-403e-11ec-b461-61f6e13a9ebb,3,27,2021-11-08 02:52:37,,2021-11-08 13:00:35,8,2021-11-08 13:00:35,1,2021-11-08 13:00:35,8,1,0,,,,,,,8,459,0
27586,2,US reopens border to UK travelers after almost 2 years,Covid-19,Covid-19: US reopens border to UK travelers after almost 2 years,covid-19-us-reopens-border-to-uk-travelers-after-almost-2-years,"UK visitors will be able to travel to the US for the first time in nearly two years when the border reopens at 05:01 GMT.
The first flights take off from Heathrow at 08:30 - but all UK visitors over 18 will have to provide proof of vaccination to enter the US.
American travelers have been able to travel to the UK since 28 July.","UK visitors will be able to travel to the US for the first time in nearly two years when the border reopens at 05:01 GMT.
The first flights take off from Heathrow at 08:30 - but all UK visitors over 18 will have to provide proof of vaccination to enter the US.
American travelers have been able to travel to the UK since 28 July.",,,https://www.bbc.com/news/uk-59197366,,BBC,0,1,1,2 19 Covid US reopens border to UK travelers after almost years 18 28 30 UK visitors will be able to travel the US for first time in nearly two years when border reopens at 05 01 GMT The flights take off from Heathrow 08 but all over have provide proof of vaccination enter American travelers been since July  -,deac4b70-4044-11ec-b461-61f6e13a9ebb,2,19,2021-11-08 03:35:07,,2021-11-08 12:43:10,42,2021-11-08 12:43:10,1,2021-11-08 12:43:10,42,1,0,,,well written,5,,,3,,0
27587,2,Ten million boosters now given in UK but will need more,Covid-19,Covid: Ten million boosters now given in UK but will need more,covid-ten-million-boosters-now-given-in-uk-but-will-need-more,"Prime Minister Boris Johnson said it is vital that people get their ""lifesaving"" booster jabs to ensure protection through the winter.
So far more than 10 million people in the UK have had a top-up jab, which the PM said was ""amazing"".
But about 30% of over-80s and 40% of over-50s in England are yet to do so, according to government figures.","Prime Minister Boris Johnson said it is vital that people get their ""lifesaving"" booster jabs to ensure protection through the winter.
So far more than 10 million people in the UK have had a top-up jab, which the PM said was ""amazing"".
But about 30% of over-80s and 40% of over-50s in England are yet to do so, according to government figures.",,,https://www.bbc.com/news/uk-59191506,,BBC,0,1,0,Covid Ten million boosters now given in UK but will need more 10 30 40 Prime Minister Boris Johnson said it is vital that people get their lifesaving booster jabs to ensure protection through the winter So far more than million in UK have had a top up jab which PM was amazing But about of over 80s and 50s England are yet do so according government figures ,1d88fa00-4045-11ec-b461-61f6e13a9ebb,2,19,2021-11-08 03:36:53,,2021-11-08 12:45:31,42,2021-11-08 12:45:31,1,2021-11-08 12:45:31,42,1,0,,,well written,5,,,3,,0
27588,2,Small scale nuclear to get green light this week,"",Small scale nuclear to get green light this week,small-scale-nuclear-to-get-green-light-this-week,"Rolls Royce will announce that a consortium of investors will back plans for a new smaller nuclear reactor project.
As part of its 10 point green energy plan, UK government has already announced it would provide £210m in funding if that could be matched by private capital.
An announcement that money has been raised could come as soon as Tuesday.","Rolls Royce will announce that a consortium of investors will back plans for a new smaller nuclear reactor project.
As part of its 10 point green energy plan, UK government has already announced it would provide £210m in funding if that could be matched by private capital.
An announcement that money has been raised could come as soon as Tuesday.",,,https://www.bbc.com/news/business-59201945,,BBC,0,0,1,Small scale nuclear to get green light this week 10 Rolls Royce will announce that a consortium of investors back plans for new smaller nuclear reactor project As part its point green energy plan UK government has already announced it would provide 210m in funding if could be matched by private capital An announcement money been raised come as soon Tuesday  £,822bc370-4045-11ec-b461-61f6e13a9ebb,1,19,2021-11-08 03:39:42,,2021-11-08 12:47:16,42,2021-11-08 12:47:16,1,2021-11-08 12:47:16,42,1,0,,,well written,5,,,3,,0
27589,2,Brexit: UK-EU trade deal could collapse over NI row,In case you missed it,Brexit: UK-EU trade deal could collapse over NI row,brexit-uk-eu-trade-deal-could-collapse-over-ni-row,"A senior Irish minister said the UK's trade deal with the EU could collapse in a row over Northern Ireland.
The UK is thought to be preparing to suspend parts of the Northern Ireland Protocol.
Irish Foreign Minister Simon Coveney hinted that the EU could terminate the Trade and Cooperation Agreement in response.","A senior Irish minister said the UK's trade deal with the EU could collapse in a row over Northern Ireland.
The UK is thought to be preparing to suspend parts of the Northern Ireland Protocol.
Irish Foreign Minister Simon Coveney hinted the EU could terminate the Trade and Cooperation Agreement in response.",,,https://www.bbc.com/news/uk-northern-ireland-59198125,,BBC,0,1,1,Brexit UK EU trade deal could collapse over NI row A senior Irish minister said the UK s trade deal with EU could collapse in a row over Northern Ireland The is thought to be preparing suspend parts of Protocol Foreign Minister Simon Coveney hinted terminate Trade and Cooperation Agreement response ,c163ff80-4045-11ec-b461-61f6e13a9ebb,2,19,2021-11-08 03:41:28,,2021-11-08 12:48:49,42,2021-11-08 12:48:49,1,2021-11-08 12:48:49,42,1,0,,,minor edits,4,,,3,,0
27590,2,Owen Paterson: MPs to debate standards reform following row,"",Owen Paterson: MPs to debate standards reform following row,owen-paterson-mps-to-debate-standards-reform-following-row,"MPs will hold an emergency debate on Parliamentary standards later, as the government continues to face criticism over allegations of ""sleaze"".
Ministers have been criticised for trying to change the standards body after it found Tory MP Owen Paterson guilty of breaking lobbying rules.
They later did a U-turn after an outcry from opposition parties.","MPs will hold an emergency debate on Parliamentary standards later, as the government continues to face criticism over allegations of ""sleaze"".
Ministers have been criticised for trying to change the standards body after it found Tory MP Owen Paterson guilty of breaking lobbying rules.
They later did a U-turn after an outcry from opposition parties.",,,https://www.bbc.com/news/uk-politics-59199634,,BBC,0,0,1,Owen Paterson MPs to debate standards reform following row MPs will hold an emergency debate on Parliamentary standards later as the government continues to face criticism over allegations of sleaze Ministers have been criticised for trying change body after it found Tory MP Owen Paterson guilty breaking lobbying rules They did a U turn outcry from opposition parties ,011cdd40-4046-11ec-b461-61f6e13a9ebb,1,19,2021-11-08 03:43:15,,2021-11-08 12:52:15,42,2021-11-08 12:52:15,1,2021-11-08 12:52:15,42,1,0,,,well written,5,,,3,,0
27591,2,Quiz: Weekly Quiz,,,quiz-Weekly-Quiz,,,,,https://nitl.app/quiz/191,,,0,0,0,Weekly Quiz 5 What is an Israeli startup planning to use fight carbon emissions Check out significant stories from the recent week 0 10 Less than A 5 A 10 A Australian scientists are developing a sensor that gives real time information about food item s freshness How much would it cost Drones Balloons Kites What is High Hopes Labs a startup from Israel planning to use fight carbon emissions 19 Covid Exceptionally cold winters Global heating New analysis shows the heatwaves and wildfires that caused devastation in Europe this summer would not have happened without Homo neanderthalensis Homo bodoensis Homo sapiens 500 A human species that lived in Africa about 000 years ago and was the direct ancestor of modern humans has been named 50 Nearly 70 Nearly 90 Nearly 19 According to Pfizer its experimental antiviral pill for COVID cut rates of hospitalization and death by what in high risk adults %,2545e1636351257434,3,27,2021-11-08 05:24:23,,2021-11-08 13:01:35,8,2021-11-08 13:01:35,1,2021-11-08 13:01:35,8,1,0,,,,,,,7,191,0
27592,2,Quiz: Cryptocurrencies Have A Future,,,quiz-Cryptocurrencies-Have-A-Future,,,,,https://nitl.app/quiz/192,,,0,0,0,Cryptocurrencies Have A Future 3 Cryptocurrency is gaining worldwide acceptance Here are examples from the past two weeks NYC Mayor elect Francis Suarez NYC Mayor elect Eric Adams NYC Mayor elect Ron Nirenberg Which politician plans to take his first three paychecks in bitcoin Wharton School of the University Pennsylvania The University of Chicago Booth School Business Kellogg School of Management at Northwestern University Which business school in the US will soon accept cryptocurrencies as payment for its new series of blockchain classes Yes No Has Nigeria become the first country in Africa and one of world to introduce a digital currency its citizens,f6ff61636353794292,3,27,2021-11-08 06:13:12,,2021-11-08 13:03:38,8,2021-11-08 13:03:38,1,2021-11-08 13:03:38,8,1,0,,,,,,,7,192,0
27593,2,Germany: Covid incidence rate jumps to over 200 for first time,Covid-19,Germany: COVID incidence rate jumps to over 200 for first time,germany-covid-incidence-rate-jumps-to-over-200-for-first-time,"According to the latest data released by the Robert Koch Institute of infectious diseases, Germany had a record incidence rate of over 200 on Monday.
The seven-day incidence rate is now the highest it's been since the start of the pandemic.
A wave of new infections is prompting calls for stricter curbs and the resumption of free Covid tests.","According to the latest data released by the Robert Koch Institute of infectious diseases, Germany had a record incidence rate of over 200 on Monday.
The seven-day incidence rate is now the highest it's been since the start of the pandemic.
A wave of new infections is prompting calls for stricter curbs and the resumption of free COVID tests.",,,https://www.dw.com/en/germany-covid-incidence-rate-jumps-to-over-200-for-first-time/a-59750534,,DW,0,1,0,"200 Germany COVID incidence rate jumps to over for first time 200 According to the latest data released by Robert Koch Institute of infectious diseases Germany had a record incidence rate over on Monday The seven day is now highest it s been since start pandemic A wave new infections prompting calls for stricter curbs and resumption free COVID tests  ,",626e2fc0-405c-11ec-b461-61f6e13a9ebb,2,32,2021-11-08 06:23:27,,2021-11-08 12:50:13,42,2021-11-08 12:50:13,1,2021-11-08 12:50:13,42,1,0,,,minor edits,4,,,3,,0
27594,2,Sample Video,,,Sample-Video,,,,,https://campaign.news-snap.com/m3lApi/video/getVideo/27594?videoName=c44cb00c-ea96-4662-9b01-c8e770678be2,,,0,0,0,Sample Video ,44cfe480-4071-11ec-b461-61f6e13a9ebb,4,8,2021-11-08 08:51:56,,,8,2021-11-08 08:52:58,0,,,0,0,,,,,,,12,,0
27595,2,Germany: Crimes involving child sexual abuse images almost double,"",Germany: Crimes involving child sexual abuse images almost double,germany-crimes-involving-child-sexual-abuse-images-almost-double,"Germany has seen an almost doubling of cases involving images of child sexual abuse in the first half of 2021.
In May, German police uncovered one of the world's largest underground websites for child sexual abuse images with 400,000 users.
The Federal Criminal Police Office has warned that the huge increase in cases is stretching police resources.","Germany has seen an almost doubling of cases involving images of child sexual abuse in the first half of 2021.
In May, German police uncovered one of the world's largest underground websites for child sexual abuse images with 400,000 users.
The Federal Criminal Police Office has warned that the huge increase in cases is stretching police resources.",,,https://www.dw.com/en/germany-crimes-involving-child-sexual-abuse-images-almost-double/a-59747731,,DW,0,0,1,"Germany Crimes involving child sexual abuse images almost double 400 2021 Germany has seen an almost doubling of cases involving images child sexual abuse in the first half In May German police uncovered one world s largest underground websites for with 000 users The Federal Criminal Police Office warned that huge increase is stretching resources  ,",6be9a780-407c-11ec-b461-61f6e13a9ebb,1,32,2021-11-08 10:12:47,,2021-11-08 16:04:04,42,2021-11-08 16:04:04,1,2021-11-08 16:04:04,42,1,0,,,well written,5,,,3,,0
27596,2,German businesses glad US entry ban is over,"",German businesses glad US entry ban is over,german-businesses-glad-us-entry-ban-is-over,"As of Nov 11, 2021, fully vaccinated and tested EU citizens can travel to the US again after more than 1.5 years.
German corporate leaders are breathing a sigh of relief because, for German businesses, the US is their top investment location.
Airlines are also hoping for a considerable increase in business travel and tourism.","As of Nov 11, 2021, fully vaccinated and tested EU citizens can travel to the US again after more than one and a half years.
German corporate leaders are breathing a sigh of relief because, for German businesses, the US is their top investment location.
Airlines are also hoping for a considerable increase in business travel and tourism.",,,https://www.dw.com/en/german-businesses-glad-us-entry-ban-is-over/a-59738134,,DW,0,0,1,German businesses glad US entry ban is over 11 2021 As of Nov fully vaccinated and tested EU citizens can travel to the US again after more than one a half years German corporate leaders are breathing sigh relief because for businesses is their top investment location Airlines also hoping considerable increase in business tourism ,Article/Images/travel_1636367781,1,32,2021-11-08 10:26:51,,2021-11-08 16:06:24,42,2021-11-08 16:06:24,1,2021-11-08 16:06:24,42,1,0,,,image changed,4,,,3,,0
27597,2,Twitter poll calls on Elon Musk to sell 10% stake in Tesla,In case you missed it,Twitter poll calls on Elon Musk to sell 10% stake in Tesla,twitter-poll-calls-on-elon-musk-to-sell-10-stake-in-tesla,"Voters in a Twitter poll have urged Elon Musk to sell 10% of his stake in Tesla in order to pay tax.
More than 3.5 million Twitter users voted in the poll, launched by Musk on Saturday, with nearly 58% voting in favour of the share sale.
He has promised to abide by the result, in response to a ""billionaires tax"" proposed by US Democrats.","Voters in a Twitter poll have urged Elon Musk to sell 10% of his stake in Tesla in order to pay tax.
More than 3.5 million Twitter users voted in the poll, launched by Musk on Saturday, with nearly 58% voting in favour of the share sale.
He has promised to abide by the result, in response to a ""billionaires tax"" proposed by US Democrats.",,,https://www.bbc.com/news/business-59182278,,BBC,0,1,1,10 Twitter poll calls on Elon Musk to sell stake in Tesla 3 5 10 58 Voters in a Twitter poll have urged Elon Musk to sell of his stake Tesla order pay tax More than million users voted the launched by on Saturday with nearly voting favour share sale He has promised abide result response billionaires proposed US Democrats ,2e6fa3f0-4081-11ec-b461-61f6e13a9ebb,2,32,2021-11-08 10:46:51,,2021-11-08 18:05:54,42,2021-11-08 18:05:54,1,2021-11-08 18:05:54,42,1,0,,,well written,5,,,3,,0
27598,2,"Afghans facing ""hell on earth"" as winter looms","",Afghans facing 'hell on earth' as winter looms,afghans-facing-hell-on-earth-as-winter-looms,"The weather is turning from autumn warmth to a sharp chill and several areas are reporting drought in Afghan.
If the weather is as bad as predicted this winter, the expectation is that large numbers will be threatened with acute hunger and famine.
Millions of Afghans are dependent on food provided by organisations like the World Food Programme.","The weather is turning from autumn warmth to a sharp chill and several areas are reporting drought in Afghan.
If the weather is as bad as predicting this winter, the expectation is that large numbers will be threatened with acute hunger and famine.
Millions of Afghans are dependent on food provided by organisations like the World Food Programme.",,,https://www.bbc.com/news/world-asia-59202880,,BBC,0,0,1,Afghans facing hell on earth as winter looms The weather is turning from autumn warmth to a sharp chill and several areas are reporting drought in Afghan If the as bad predicting this winter expectation that large numbers will be threatened with acute hunger famine Millions of Afghans dependent on food provided by organisations like World Food Programme ,f22d1650-4082-11ec-b461-61f6e13a9ebb,1,32,2021-11-08 10:59:29,,2021-11-08 18:09:22,42,2021-11-08 18:09:22,1,2021-11-08 18:09:22,42,1,0,,,minor edits,4,,,3,,0
27599,2,WHO casts doubt on Turkmenistan's zero-Covid claim,Covid-19,WHO casts doubt on Turkmenistan's zero-Covid claim,who-casts-doubt-on-turkmenistans-zero-covid-claim,"Turkmenistan is one of only a handful of countries, including North Korea, that claim to have no coronavirus cases.
WHO relies on data provided by national governments to inform its global coronavirus statistics.
Analysts say that Turkmenistan's official statistics on coronavirus are unreliable due to the repressive, autocratic nature of the govt.","Turkmenistan is one of only a handful of countries, including North Korea, that claim to have no coronavirus cases.
WHO relies on data provided by national governments to inform its global coronavirus statistics
Analysts say that Turkmenistan's official statistics on coronavirus are unreliable due to the repressive, autocratic nature of the govt.",,,https://www.bbc.com/news/world-asia-59168540,,BBC,0,1,0,WHO casts doubt on Turkmenistan s zero Covid claim Turkmenistan is one of only a handful countries including North Korea that claim to have no coronavirus cases WHO relies on data provided by national governments inform its global statistics Analysts say s official are unreliable due the repressive autocratic nature govt ,ec6d9220-4083-11ec-b461-61f6e13a9ebb,2,32,2021-11-08 11:06:29,,2021-11-08 18:11:39,42,2021-11-08 18:11:39,1,2021-11-08 18:11:39,42,1,0,,,minor edits,4,,,3,,0
27600,2,"ECOWAS imposes individual sanctions on coup plotters in Guinea, Mali","","ECOWAS imposes individual sanctions on coup plotters in Guinea, Mali",ecowas-imposes-individual-sanctions-on-coup-plotters-in-guinea-mali,"The Economic Community of West African States hardened its stance against military-ruled Mali and Guinea, imposing sanctions and calling on both countries to return to democracy.
In its next summit in Dec, it will consider more sanctions if the situation persists.
Transition authorities are concerned by the sanctions which will take immediate effect.","The Economic Community of West African States hardened its stance against military-ruled Mali and Guinea, imposing sanctions and calling on both countries to return to democracy.
In its next summit in Dec, it will consider more sanctions if the situation persists.
Transition authorities are concerned by the sanctions which will take immediate effect.",,,https://www.africanews.com/2021/11/08/ecowas-imposes-individual-sanctions-on-coup-plotters-in-guinea-mali/,,Africanews,0,0,1,ECOWAS imposes individual sanctions on coup plotters in Guinea Mali The Economic Community of West African States hardened its stance against military ruled Mali and Guinea imposing sanctions calling on both countries to return democracy In next summit in Dec it will consider more if the situation persists Transition authorities are concerned by which take immediate effect ,49bb26c0-4086-11ec-b461-61f6e13a9ebb,1,32,2021-11-08 11:23:24,,2021-11-08 18:14:51,42,2021-11-08 18:14:51,1,2021-11-08 18:14:51,42,1,0,,,well written,5,,,3,,0
27601,2,Singapore court stays execution of man with learning disabilities,NITL Pick,Singapore court stays execution of man with learning disabilities,singapore-court-stays-execution-of-man-with-learning-disabilities,"Singapore’s high court has stayed the execution of a man convicted of smuggling heroin, following outrage among rights groups.
The rights group said he had learning disabilities and the sentence was a violation of international law.
His supporters say there is evidence that Nagaenthran was forced to courier drugs as a victim of human trafficking.","Singapore’s high court has stayed the execution of a man convicted of smuggling heroin, following outrage among rights groups.
The rights group said he had learning disabilities and the sentence was a violation of international law.
His supporters say there is evidence that Nagaenthran was forced to courier drugs as a victim of human trafficking.",,,https://www.theguardian.com/world/2021/nov/08/outrage-as-singapore-prepares-to-execute-man-with-learning-disabilities-over-drugs-charges,,The Guardian,0,1,1,Singapore court stays execution of man with learning disabilities Singapore s high court has stayed the execution of a man convicted smuggling heroin following outrage among rights groups The group said he had learning disabilities and sentence was violation international law His supporters say there is evidence that Nagaenthran forced to courier drugs as victim human trafficking ,4b12e730-4089-11ec-b461-61f6e13a9ebb,2,32,2021-11-08 11:44:55,,2021-11-08 18:25:47,42,2021-11-08 18:25:47,1,2021-11-08 18:25:47,42,1,0,,,well written,5,,,3,,0
27602,2,Deep-Dive: The first week of COP26 at a glance ,,,deep-dive-The-first-week-of-COP26-at-a-glance,,,,,https://nitl.app/know?id=460,,,0,0,0,The first week of COP26 at a glance,883a0440-408e-11ec-b461-61f6e13a9ebb,3,110,2021-11-08 12:22:19,14,2021-11-08 19:28:29,8,2021-11-08 19:28:29,1,2021-11-08 19:28:29,8,1,0,,,,,,,8,460,0
27603,2,JD Sports says covert filming of chairman is highly irregular,"",JD Sports says covert filming of chairman is ‘highly irregular’,jd-sports-says-covert-filming-of-chairman-is-highly-irregular,"The sportswear company hit out at what it claimed was “highly irregular and potentially illegal covert surveillance”.
JD said it had already notified the CMA about the discussions of the July meeting and its purpose.
The company said it was committed to dividing its executive chairman role into two positions before their 2022 annual general meeting.","The sportswear company hit out at what it claimed was “highly irregular and potentially illegal covert surveillance”.
JD said it had already notified the CMA about the discussions of the July meeting, and its purpose
JD said it was still committed to dividing its executive chairman role into two positions before their 2022 annual general meeting.",,,https://www.theguardian.com/business/2021/nov/08/jd-sports-chairman-footasylum,,The Guardian,0,0,1,JD Sports says covert filming of chairman is highly irregular ‘ 2022 The sportswear company hit out at what it claimed was highly irregular and potentially illegal covert surveillance JD said had already notified the CMA about discussions of July meeting its purpose still committed to dividing executive chairman role into two positions before their annual general ,e10cbf20-4090-11ec-b461-61f6e13a9ebb,1,130,2021-11-08 12:39:13,,2021-11-08 19:13:18,42,2021-11-08 19:13:18,1,2021-11-08 19:13:18,42,1,0,,,minor edits,4,,,3,,0
27604,2,French couple wins legal fight over wind ‘turbine syndrome’,"",French couple wins legal fight over wind ‘turbine syndrome’,french-couple-wins-legal-fight-over-wind-turbine-syndrome,"A French court has recognised “turbine syndrome” after a couple complained their health was damaged by living near a windfarm.
The couple claimed they experienced a range of health problems for more than two years.
The ruling is expected to spark a flood of complaints, but Terrasse warned against others seeking to profit from the Fockaerts’ victory.","A French court has recognised “turbine syndrome” after a couple complained their health was damaged by living near a windfarm.
The couple claimed they experienced a range of health problems for more than two years.
The ruling is expected to spark a flood of complaints, but Terrasse warned against others seeking to profit from the Fockaerts’ victory.",,,https://www.theguardian.com/world/2021/nov/08/french-couple-wins-legal-fight-wind-turbine-syndrome-windfarm-health,,The Guardian,0,0,1,French couple wins legal fight over wind turbine syndrome ‘ A French court has recognised turbine syndrome after a couple complained their health was damaged by living near windfarm The claimed they experienced range of problems for more than two years ruling is expected to spark flood complaints but Terrasse warned against others seeking profit from the Fockaerts victory ,3d024fc0-4091-11ec-b461-61f6e13a9ebb,1,130,2021-11-08 12:41:47,,2021-11-08 19:17:04,42,2021-11-08 19:17:04,1,2021-11-08 19:17:04,42,1,0,,,well written,5,,,3,,0
27605,2,Tesla shares fall after Elon Musk’s Twitter poll backs sell-off plan,"",Tesla shares fall after Elon Musk’s Twitter poll backs sell-off plan,tesla-shares-fall-after-elon-musks-twitter-poll-backs-sell-off-plan,"Tesla’s stock price fell about 9% in early trading on Monday.
Investors prepared for the chief executive Elon Musk’s proposed sale of about a tenth of his holdings in Tesla after his Twitter poll.
Musk, the world’s richest person, tweeted on Saturday that he would offload 10% of his stock if users of the social media network approved the proposal.","Tesla’s stock price fell about 9% in early trading on Monday.
 Investors prepared for the chief executive Elon Musk’s proposed sale of about a tenth of his holdings in Tesla after his Twitter poll.
Musk, the world’s richest person, tweeted on Saturday that he would offload 10% of his stock if users of the social media network approved the proposal.",,,https://www.theguardian.com/technology/2021/nov/08/tesla-shares-fall-elon-musk-twitter-poll-sell-off-plan,,The Guardian,0,0,0,Tesla shares fall after Elon Musk s Twitter poll backs sell off plan 9 10 Tesla s stock price fell about in early trading on Monday Investors prepared for the chief executive Elon Musk proposed sale of a tenth his holdings after Twitter poll world richest person tweeted Saturday that he would offload if users social media network approved proposal ,b3fbec30-4091-11ec-b461-61f6e13a9ebb,1,130,2021-11-08 12:45:07,,2021-11-08 19:26:00,42,2021-11-08 19:28:04,1,2021-11-08 19:26:00,69,1,0,,,well written,5,,,3,,0
27606,2,"Palestinian activists’ mobile phones hacked by NSO spyware, report","","Palestinian activists’ mobile phones hacked by NSO spyware, report",palestinian-activists-mobile-phones-hacked-by-nso-spyware-report,"Mobile phones of six Palestinian human rights defenders who work for organisations that were recently accused by Israel of being terrorist groups were previously hacked by NSO spyware.
The hacking was found to have occurred in July 2020.
The six groups are known to document allegations of human rights abuses by Israel and the Palestinian Authority.","Mobile phones of six Palestinian human rights defenders who work for organisations that were recently accused by Israel of being terrorist groups were previously hacked by NSO spyware.
The hacking was found to have occurred in July 2020.
The six groups are known to document allegations of human rights abuses by Israel and the Palestinian Authority.",,,https://www.theguardian.com/world/2021/nov/08/palestinian-activists-mobile-phones-hacked-by-nso-says-report,,The Guardian,0,0,0,Palestinian activists mobile phones hacked by NSO spyware report 2020 Mobile phones of six Palestinian human rights defenders who work for organisations that were recently accused by Israel being terrorist groups previously hacked NSO spyware The hacking was found to have occurred in July are known document allegations abuses and the Authority ,b73bdf80-4092-11ec-b461-61f6e13a9ebb,1,32,2021-11-08 12:52:22,,2021-11-08 19:25:26,69,2021-11-08 19:25:26,1,2021-11-08 19:25:26,69,1,0,,,"",5,,,3,,0
27607,2,Satellite images show China has built mock-ups of US warships,"",Satellite images show China has built mock-ups of US warships,satellite-images-show-china-has-built-mock-ups-of-us-warships,"China’s capability and intentions are increasingly concerning to the US.
Satellite images show China has built mock-ups of a US navy aircraft carrier and destroyer, possibly for practice for a future clash.
The world’s two biggest economies are at odds over the South China Sea, Taiwan and military supremacy in the Indo-Pacific.","China’s capability and intentions are increasingly concerning to the US.
Satellite images show China has built mock-ups of a US navy aircraft carrier and destroyer, possibly for practice for a future clash.
The world’s two biggest economies are at odds over the South China Sea, Taiwan and military supremacy in the Indo-Pacific.",,,https://www.theguardian.com/us-news/2021/nov/08/satellite-images-china-mock-ups-us-warships,,The Guardian,0,0,0,Satellite images show China has built mock ups of US warships China s capability and intentions are increasingly concerning to the US Satellite images show has built mock ups of a navy aircraft carrier destroyer possibly for practice future clash The world two biggest economies at odds over South Sea Taiwan military supremacy in Indo Pacific ,bd52b600-4092-11ec-b461-61f6e13a9ebb,1,130,2021-11-08 12:52:32,,2021-11-08 19:24:38,69,2021-11-08 19:24:38,1,2021-11-08 19:24:38,69,1,0,,,"",5,,,3,,0
27608,2,New York Mayor-elect Eric Adams envisions crypto paychecks for all,"",New York Mayor-elect Eric Adams envisions crypto paychecks for all,new-york-mayor-elect-eric-adams-envisions-crypto-paychecks-for-all,"Adams wants to explore ways that might allow New Yorkers to be paid directly in Bitcoin.
Speaking to reporters, Adams reiterated a pledge he made this week to receive his first 3 paychecks in Bitcoin.
Adams said he will have to convert his dollar paycheck into Bitcoins, as there’s no automatic way for him to receive payment in the digital currency.","Adams wants to explore ways that might allow New Yorkers to be paid directly in Bitcoin.
Speaking to reporters, Adams reiterated a pledge he made this week to receive his first 3 paychecks in Bitcoin.
Adams said he will have to convert his dollar paycheck into Bitcoins, as there’s no automatic way for him to receive payment in the digital currency.",,,https://economictimes.indiatimes.com/markets/cryptocurrency/new-york-mayor-elect-eric-adams-envisions-crypto-paychecks-for-all/articleshow/87569550.cms?from=mdr,,the_economic_times,0,0,0,New York Mayor elect Eric Adams envisions crypto paychecks for all 3 Adams wants to explore ways that might allow New Yorkers be paid directly in Bitcoin Speaking reporters reiterated a pledge he made this week receive his first paychecks said will have convert dollar paycheck into Bitcoins as there s no automatic way for him payment the digital currency ,6ab79150-4096-11ec-b461-61f6e13a9ebb,1,27,2021-11-08 13:18:52,,2021-11-08 19:23:25,69,2021-11-08 19:23:25,1,2021-11-08 19:23:25,69,1,0,,,"",5,,,3,,0
27609,2,"FBI warns on scammers using Bitcoin ATMs, QR codes to steal money","","FBI warns on scammers using Bitcoin ATMs, QR codes to steal money",fbi-warns-on-scammers-using-bitcoin-atms-qr-codes-to-steal-money,"The FBI has seen an increase in scammers directing victims to use physical cryptocurrency ATMs and digital QR codes to complete payment transactions.
Such schemes include online impersonation schemes, romance schemes, and lottery schemes.
The decentralised nature of cryptocurrency makes it difficult to recover the victim’s money.","The FBI has seen an increase in scammers directing victims to use physical cryptocurrency ATMs and digital QR codes to complete payment transactions. 
Such schemes include online impersonation schemes, romance schemes, and lottery schemes. 
The decentralised nature of cryptocurrency makes it difficult to recover the victim’s money.",,,https://indianexpress.com/article/technology/crypto/fbi-warns-of-scammers-using-cryptocurrency-atms-and-qr-codes-to-steal-money-7612600/lite/,,Indian Express,0,0,0,FBI warns on scammers using Bitcoin ATMs QR codes to steal money The FBI has seen an increase in scammers directing victims to use physical cryptocurrency ATMs and digital QR codes complete payment transactions Such schemes include online impersonation romance lottery decentralised nature of makes it difficult recover the victim s money ,d6916e50-4096-11ec-b461-61f6e13a9ebb,1,27,2021-11-08 13:21:53,,2021-11-08 19:22:39,69,2021-11-08 19:22:39,1,2021-11-08 19:22:39,69,1,0,,,"",5,,,3,,0
